,CustomerId,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,Exited
2065,15581840,8,0.0,2,1,0,0
2066,15772262,9,110483.86,1,1,1,0
2067,15767794,9,120718.28,1,1,1,0
2068,15629338,2,36566.96,1,1,0,1
2069,15790379,8,108601.0,1,1,1,0
2070,15750684,4,0.0,1,1,0,1
2071,15697214,5,0.0,2,1,1,0
2072,15711015,4,0.0,2,1,1,0
2073,15573309,2,0.0,2,1,1,0
2074,15805303,1,141136.62,1,1,0,1
2075,15741385,9,108231.37,1,1,1,0
2076,15780254,6,0.0,1,0,0,1
2077,15744843,6,144855.34,1,0,0,0
2078,15815626,2,68432.45,2,1,1,1
2079,15784736,6,136855.24,1,1,0,0
2080,15813412,3,44020.89,1,1,0,1
2081,15809143,9,133060.63,1,1,1,0
2082,15617617,7,0.0,2,1,1,0
2083,15779738,1,0.0,1,1,1,0
2084,15668669,5,97665.61,1,1,0,1
2085,15687477,5,185013.02,1,1,0,0
2086,15578908,0,0.0,2,1,1,0
2087,15687658,7,65971.61,2,1,0,1
2088,15615020,9,150463.11,2,0,1,0
2089,15608886,1,0.0,2,0,0,0
2090,15602551,9,0.0,2,1,0,0
2091,15672945,5,136425.18,1,1,0,0
2092,15757408,3,250898.09,3,0,1,1
2093,15806132,4,146798.81,1,1,1,0
2094,15813022,1,0.0,2,0,0,0
2095,15673578,7,128486.91,2,1,0,0
2096,15757916,9,0.0,2,1,1,0
2097,15689168,1,143407.29,2,0,1,0
2098,15769216,2,0.0,1,1,0,1
2099,15593295,6,76165.65,1,1,1,0
2100,15804814,4,0.0,2,1,0,0
2101,15778934,8,0.0,2,0,1,0
2102,15802351,6,90560.3,2,1,1,0
2103,15630241,3,62391.22,1,1,1,0
2104,15719561,5,0.0,3,0,0,0
2105,15615096,7,0.0,2,1,1,0
2106,15659931,1,123378.2,1,1,0,1
2107,15714586,3,99836.47,1,0,1,0
2108,15634949,5,161434.36,2,1,1,0
2109,15589224,5,0.0,2,0,1,0
2110,15795990,10,138311.76,1,1,1,1
2111,15603216,7,0.0,2,1,0,0
2112,15631201,4,0.0,2,1,0,0
2113,15686255,6,101744.84,1,0,0,0
2114,15746594,8,0.0,1,1,0,0
2115,15718893,4,125456.07,1,1,0,1
2116,15671609,7,0.0,2,1,0,0
2117,15652540,2,0.0,2,0,1,0
2118,15774857,7,0.0,2,1,0,1
2119,15791836,5,0.0,2,1,0,0
2120,15651554,4,118449.21,1,1,1,1
2121,15583576,2,0.0,1,0,1,0
2122,15732740,9,178095.55,1,0,0,0
2123,15723320,2,109175.14,2,1,0,0
2124,15603851,7,127785.17,4,0,0,1
2125,15777923,6,0.0,2,0,1,0
2126,15735719,9,0.0,2,1,1,0
2127,15703482,9,134260.36,2,1,0,0
2128,15605835,8,69143.91,2,0,1,0
2129,15664881,4,100054.77,1,1,0,0
2130,15757568,6,0.0,1,1,1,0
2131,15792660,2,116248.88,1,1,0,0
2132,15599722,6,86053.52,2,1,1,1
2133,15726354,6,123157.95,1,1,0,0
2134,15610355,1,63438.91,1,1,0,0
2135,15704284,9,95295.39,1,1,0,1
2136,15621893,4,133550.67,1,1,1,0
2137,15588219,1,106871.81,2,1,0,0
2138,15688619,3,105266.32,2,1,1,0
2139,15765518,2,105229.53,1,1,0,1
2140,15616931,8,102768.42,1,1,0,0
2141,15758372,7,0.0,2,1,1,1
2142,15782591,6,112689.95,1,1,0,0
2143,15612109,9,122334.26,2,1,1,0
2144,15613712,1,0.0,2,1,0,0
2145,15639322,4,137847.41,2,1,0,0
2146,15594349,5,122486.47,1,0,1,0
2147,15574167,2,101286.11,1,1,1,0
2148,15811842,7,0.0,2,1,1,0
2149,15648794,4,101247.06,1,1,0,1
2150,15771211,10,86977.96,1,0,1,0
2151,15588614,7,0.0,1,1,0,1
2152,15630698,9,110123.59,1,0,1,1
2153,15694200,8,178111.82,1,0,0,1
2154,15721426,10,126306.64,3,0,0,1
2155,15725997,6,100768.77,1,1,0,0
2156,15762138,5,0.0,2,1,0,0
2157,15750649,3,0.0,2,1,1,0
2158,15685706,7,118991.79,1,1,1,0
2159,15641835,3,140997.26,1,0,1,0
2160,15586821,5,0.0,2,0,1,0
2161,15569678,6,166824.59,1,1,0,0
2162,15793842,2,76322.69,1,1,0,0
2163,15667554,6,0.0,2,1,1,0
2164,15794479,8,149083.7,1,1,1,0
2165,15585041,7,0.0,2,0,1,0
2166,15780650,9,0.0,1,1,1,0
2167,15780846,1,126588.81,2,0,1,0
2168,15805260,2,143249.67,1,1,0,1
2169,15621629,8,81844.91,2,1,1,0
2170,15662151,4,0.0,1,0,1,0
2171,15747174,9,190298.89,2,1,1,0
2172,15651585,2,117212.18,1,1,1,0
2173,15649738,0,0.0,2,1,1,0
2174,15633108,4,139848.17,1,1,0,0
2175,15769254,9,101861.36,2,0,0,0
2176,15704746,2,167455.66,2,1,1,0
2177,15637644,4,0.0,2,0,1,0
2178,15609562,1,116360.07,1,1,0,0
2179,15787459,3,88466.82,1,0,0,0
2180,15762902,7,0.0,2,0,1,0
2181,15738605,5,123642.36,1,1,1,1
2182,15724889,9,0.0,1,0,1,0
2183,15730735,9,72286.84,2,1,1,0
2184,15689147,1,0.0,2,1,0,0
2185,15730397,1,109681.61,1,1,1,0
2186,15762169,9,145018.64,2,1,0,1
2187,15589320,8,0.0,1,1,1,0
2188,15799211,8,187487.63,1,1,1,0
2189,15798310,2,165692.91,1,1,1,0
2190,15609998,5,137648.41,1,1,0,1
2191,15583548,6,118560.0,1,1,0,1
2192,15761763,8,164385.53,1,1,0,0
2193,15764409,9,108286.5,1,1,1,0
2194,15710161,2,0.0,2,1,1,0
2195,15735246,9,0.0,2,0,0,1
2196,15791700,2,118079.47,4,1,1,1
2197,15670753,2,127283.78,1,1,1,0
2198,15573876,8,0.0,2,1,0,0
2199,15770174,6,141389.06,1,1,0,0
2200,15641114,8,130091.5,1,1,1,0
2201,15682435,4,143744.77,2,1,0,0
2202,15751788,9,97408.03,1,1,1,0
2203,15672598,9,111927.45,1,1,1,0
2204,15762803,3,0.0,2,1,0,0
2205,15812982,2,0.0,1,0,0,0
2206,15597901,1,0.0,1,1,1,0
2207,15731507,1,188285.68,1,0,0,0
2208,15809826,2,109705.52,1,1,0,1
2209,15764237,9,0.0,2,0,0,0
2210,15769917,1,127122.79,3,0,1,0
2211,15641850,0,98241.04,1,1,0,0
2212,15770974,8,170840.08,2,0,0,0
2213,15803749,4,87541.06,2,1,1,1
2214,15684999,4,62610.96,2,0,1,0
2215,15770225,9,0.0,2,1,1,0
2216,15627484,5,113328.93,1,1,0,0
2217,15610337,2,104832.49,1,1,0,0
2218,15752488,9,102289.85,1,1,1,0
2219,15610056,6,125227.82,2,0,1,0
2220,15806049,5,140510.89,1,1,0,0
2221,15736069,6,132253.22,1,1,0,1
2222,15763662,2,39043.29,2,1,1,0
2223,15615575,8,0.0,2,1,1,0
2224,15691723,9,99685.06,1,1,0,0
2225,15774098,3,125385.49,2,0,1,0
2226,15750808,2,131365.37,2,1,1,0
2227,15744368,6,98308.51,1,1,1,0
2228,15610594,8,0.0,2,1,0,0
2229,15756125,5,140856.16,2,1,0,0
2230,15623277,8,0.0,2,1,1,0
2231,15795954,2,172274.01,1,1,0,0
2232,15671969,8,0.0,2,1,0,0
2233,15791268,0,122447.76,1,0,0,0
2234,15713655,10,0.0,2,1,1,1
2235,15633930,6,157559.59,2,1,0,1
2236,15712849,3,126550.7,1,0,0,1
2237,15639077,2,158584.82,3,1,0,1
2238,15808784,2,163569.61,2,1,1,0
2239,15648577,3,0.0,1,1,1,1
2240,15670345,6,127211.45,1,0,0,0
2241,15633112,3,118199.97,2,1,0,1
2242,15714397,2,101014.08,2,1,1,0
2243,15780038,6,119208.85,1,1,0,1
2244,15756305,6,0.0,2,1,1,0
2245,15578799,10,53772.73,1,1,1,1
2246,15800326,6,0.0,2,1,0,0
2247,15785485,2,138878.81,1,0,1,0
2248,15783958,1,130922.81,2,0,0,0
2249,15727546,9,0.0,2,1,1,0
2250,15739576,8,0.0,2,1,1,0
2251,15631333,8,130866.19,1,1,0,0
2252,15604782,7,187257.94,1,0,1,0
2253,15589643,7,0.0,1,1,1,0
2254,15585533,6,147733.64,1,0,1,0
2255,15681506,1,0.0,2,1,1,0
2256,15630551,2,163139.27,1,1,1,0
2257,15698349,4,0.0,2,1,1,0
2258,15776631,5,119540.15,1,0,1,0
2259,15762216,4,129553.76,2,1,0,0
2260,15623927,9,0.0,2,1,1,0
2261,15681402,1,66101.89,1,1,1,0
2262,15586264,2,140431.98,1,1,0,1
2263,15594685,2,0.0,2,0,0,0
2264,15812945,0,0.0,1,1,1,0
2265,15734628,5,0.0,2,1,0,0
2266,15629323,4,116471.43,2,1,0,1
2267,15666823,4,0.0,2,1,0,0
2268,15777553,9,123785.24,1,1,0,1
2269,15613097,4,0.0,2,0,1,0
2270,15622217,8,88758.95,2,0,0,1
2271,15703588,5,153611.83,2,1,0,0
2272,15570835,4,112044.72,1,1,1,1
2273,15679299,7,123826.07,1,0,1,0
2274,15808044,9,106804.26,3,1,0,1
2275,15579208,6,0.0,2,1,1,0
2276,15684951,2,68892.77,2,1,0,1
2277,15667620,6,0.0,2,1,0,0
2278,15582960,5,125827.43,1,0,1,0
2279,15590730,9,0.0,2,1,0,0
2280,15763747,7,0.0,2,1,1,0
2281,15778320,5,148495.64,1,0,0,0
2282,15642787,1,133043.66,1,0,0,0
2283,15624633,9,74989.58,1,1,1,0
2284,15766765,7,60263.23,1,1,0,0
2285,15783615,3,129370.91,4,1,1,1
2286,15640161,5,157955.83,2,0,0,0
2287,15619889,4,0.0,1,1,0,0
2288,15579166,7,70729.17,1,1,1,0
2289,15789097,8,0.0,2,0,1,1
2290,15674880,2,0.0,2,1,0,0
2291,15778157,8,90721.52,2,1,0,0
2292,15779064,2,0.0,2,1,1,0
2293,15801265,0,57784.22,1,1,0,1
2294,15589204,9,131765.72,1,1,0,0
2295,15664543,7,0.0,1,0,1,1
2296,15582714,9,110022.74,1,0,1,1
2297,15797595,9,131569.63,1,1,1,0
2298,15614034,2,164523.5,2,1,1,0
2299,15763171,2,114330.95,1,1,1,0
2300,15647266,10,135923.16,1,1,0,0
2301,15757577,8,0.0,2,1,1,0
2302,15736656,4,0.0,2,0,1,0
2303,15635078,0,124693.48,1,0,1,0
2304,15680141,7,147936.42,1,1,1,0
2305,15576945,0,0.0,1,1,0,0
2306,15602034,2,126558.92,1,1,0,0
2307,15732020,6,106938.11,2,0,1,0
2308,15611029,4,140002.35,1,1,0,0
2309,15621210,9,123444.72,1,1,1,1
2310,15569222,6,147107.91,1,1,1,0
2311,15664639,9,128514.84,1,0,0,0
2312,15724223,5,0.0,1,0,0,1
2313,15644621,9,106756.01,2,1,0,0
2314,15756056,3,0.0,2,1,0,0
2315,15700353,6,0.0,2,1,0,0
2316,15624388,5,155393.32,1,1,1,1
2317,15627212,2,110414.48,1,1,1,0
2318,15648005,2,0.0,2,1,1,0
2319,15681446,9,157098.52,1,1,1,0
2320,15775888,5,85626.6,1,1,1,0
2321,15749019,6,93796.42,2,1,1,0
2322,15709928,1,0.0,2,1,0,0
2323,15784676,6,125268.03,2,1,0,0
2324,15748116,2,148143.84,1,1,1,0
2325,15612193,10,115545.33,2,1,0,0
2326,15762984,7,0.0,2,0,0,0
2327,15613713,5,44928.88,1,1,1,0
2328,15664204,2,0.0,2,1,1,0
2329,15639415,3,162442.35,1,1,0,0
2330,15806332,5,0.0,2,1,1,0
2331,15614929,0,96213.82,2,1,0,0
2332,15695492,6,156569.43,1,1,0,0
2333,15635972,8,0.0,2,1,0,0
2334,15616380,1,0.0,2,0,0,0
2335,15581440,6,110463.25,2,1,1,1
2336,15654390,7,154575.76,1,1,0,1
2337,15660688,9,0.0,2,0,0,0
2338,15806307,3,0.0,2,1,1,0
2339,15647975,5,147037.32,1,0,0,0
2340,15595728,0,119276.31,1,0,0,1
2341,15735388,7,108664.85,2,1,0,0
2342,15788535,5,0.0,1,1,0,0
2343,15765902,5,163034.82,2,1,1,0
2344,15642345,4,93059.34,1,1,0,1
2345,15641250,9,179581.31,1,1,0,0
2346,15706163,4,113625.93,1,0,0,1
2347,15746708,7,119961.48,1,1,0,1
2348,15775203,3,129209.48,1,0,0,0
2349,15787907,5,137227.04,3,1,0,1
2350,15646764,3,119024.75,2,1,0,1
2351,15678284,7,74623.5,3,1,0,1
2352,15726791,2,157929.45,1,1,1,1
2353,15813144,7,92606.86,2,1,0,0
2354,15669342,2,127862.93,2,1,0,0
2355,15710366,1,0.0,1,1,1,1
2356,15614934,4,142711.81,1,1,0,0
2357,15588701,4,0.0,2,1,0,0
2358,15665438,1,163159.85,1,0,1,0
2359,15644896,3,108586.86,1,1,1,0
2360,15670205,5,110624.99,1,1,0,0
2361,15635776,5,154846.24,2,1,1,0
2362,15791053,4,122917.71,1,1,1,1
2363,15644005,9,0.0,2,0,1,0
2364,15796343,2,82787.93,2,0,0,0
2365,15751057,5,102500.34,1,0,0,0
2366,15623430,9,0.0,2,1,0,0
2367,15682600,9,159492.79,1,1,0,1
2368,15769312,10,0.0,2,1,1,0
2369,15708212,7,118241.02,1,1,0,1
2370,15650258,2,113090.4,1,1,0,0
2371,15604345,9,65763.57,1,1,1,0
2372,15578297,1,125537.38,1,1,0,1
2373,15671789,3,94263.91,2,1,0,0
2374,15726186,4,133434.57,2,1,0,0
2375,15764618,6,0.0,1,1,1,0
2376,15730738,9,0.0,2,1,1,0
2377,15637650,9,94748.76,2,0,1,0
2378,15606267,4,98640.74,1,1,1,0
2379,15625904,9,74681.9,2,0,0,0
2380,15654463,4,0.0,2,1,0,0
2381,15774151,7,179915.85,1,0,0,1
2382,15693259,1,128207.23,1,1,1,0
2383,15642468,9,132739.26,2,0,0,0
2384,15758531,10,0.0,2,1,0,0
2385,15728352,4,120509.81,1,0,0,0
2386,15637240,4,124547.13,2,1,0,0
2387,15595588,4,0.0,2,0,1,0
2388,15778395,4,88815.56,2,1,0,1
2389,15711825,1,82231.51,2,1,0,0
2390,15599251,7,184715.86,2,1,0,0
2391,15570004,3,0.0,2,1,0,0
2392,15656912,4,0.0,1,1,1,0
2393,15657342,4,147972.19,1,1,0,1
2394,15716284,9,0.0,2,1,1,0
2395,15672374,8,170008.84,1,0,0,1
2396,15732476,3,0.0,2,0,1,0
2397,15747724,10,0.0,1,1,0,0
2398,15633877,8,95386.82,1,1,1,0
2399,15672516,7,90373.28,2,1,0,0
2400,15607827,4,133467.77,2,1,1,0
2401,15751336,3,0.0,2,0,1,0
2402,15646539,3,96288.26,1,1,0,0
2403,15756901,4,91547.84,2,0,1,0
2404,15809286,8,138292.64,2,0,0,1
2405,15759021,9,0.0,1,1,0,0
2406,15725039,8,71667.74,1,1,1,0
2407,15579130,0,118994.84,1,1,0,1
2408,15754112,7,0.0,2,1,1,0
2409,15735522,2,145610.07,2,0,0,0
2410,15613326,1,138162.81,1,1,0,0
2411,15739502,9,135020.21,2,1,1,0
2412,15670914,2,0.0,2,1,0,0
2413,15604073,8,135161.67,1,1,1,0
2414,15806027,9,0.0,1,1,0,1
2415,15574886,6,94486.47,1,1,1,0
2416,15707120,9,117640.39,1,1,0,0
2417,15800845,8,111379.55,1,1,1,0
2418,15603914,6,0.0,1,1,1,1
2419,15722765,0,136820.99,1,0,1,0
2420,15783305,7,98752.51,1,1,0,0
2421,15574842,2,158266.42,3,1,1,0
2422,15607837,4,105599.67,1,1,1,0
2423,15714877,10,0.0,2,1,0,0
2424,15782941,2,0.0,2,1,1,0
2425,15630167,4,139723.9,1,1,1,0
2426,15759038,3,141806.46,1,1,0,0
2427,15661821,5,132571.67,1,1,1,1
2428,15728006,2,180516.9,1,1,0,0
2429,15712176,8,0.0,2,1,1,0
2430,15689351,4,92805.72,1,0,1,1
2431,15782247,4,0.0,3,1,1,1
2432,15769064,3,135309.36,1,1,0,1
2433,15718153,6,128917.84,1,1,1,0
2434,15613189,2,56580.93,1,1,0,1
2435,15661734,8,131390.75,2,1,0,0
2436,15592645,4,0.0,2,0,0,0
2437,15768387,8,0.0,2,0,0,0
2438,15792525,1,97361.66,1,1,1,1
2439,15586976,6,0.0,1,1,0,1
2440,15790659,7,0.0,2,0,1,0
2441,15691446,10,0.0,2,1,1,0
2442,15772632,1,0.0,2,1,0,0
2443,15706587,0,0.0,2,0,1,0
2444,15572461,4,102714.65,2,0,0,0
2445,15654409,5,67816.72,1,1,1,0
2446,15568025,8,81710.46,1,1,1,0
2447,15715769,2,75237.54,1,0,1,0
2448,15667458,10,124023.18,1,1,0,0
2449,15567980,5,100727.5,1,0,1,1
2450,15679294,10,107238.85,2,1,0,0
2451,15606507,5,0.0,2,1,0,0
2452,15578825,0,139994.66,1,1,0,0
2453,15619935,9,126224.87,1,1,1,0
2454,15636089,1,145751.03,1,0,0,1
2455,15727490,5,0.0,1,0,1,1
2456,15591766,4,121166.89,1,0,1,0
2457,15641629,1,0.0,2,0,1,0
2458,15813303,10,0.0,2,1,1,0
2459,15756920,9,70655.48,1,0,0,1
2460,15726403,1,129901.21,1,1,0,1
2461,15592765,8,125470.81,1,1,1,0
2462,15704442,9,169406.33,4,1,1,1
2463,15641136,2,0.0,2,0,1,0
2464,15725818,4,107041.3,1,1,1,0
2465,15612071,10,95153.77,1,0,1,0
2466,15719809,3,145166.09,2,0,0,0
2467,15716518,4,0.0,2,0,0,0
2468,15742210,9,65962.63,1,1,1,0
2469,15630617,6,140418.81,1,1,1,1
2470,15720838,3,139799.63,1,0,1,0
2471,15595537,9,171787.84,2,1,0,0
2472,15623196,6,149238.97,1,1,1,0
2473,15679249,4,163146.46,1,1,0,1
2474,15693199,8,0.0,2,1,0,1
2475,15661219,10,0.0,2,1,0,0
2476,15617136,9,61482.47,1,1,1,0
2477,15760294,8,145150.28,1,1,0,1
2478,15652808,5,126670.37,1,1,0,0
2479,15657139,8,84390.8,2,0,1,0
2480,15803790,2,89728.86,2,1,1,0
2481,15764105,1,0.0,2,1,0,0
2482,15672610,4,118628.8,1,0,0,0
2483,15766896,3,0.0,2,1,0,0
2484,15587735,6,96863.13,1,1,1,0
2485,15659501,6,142263.45,1,0,1,0
2486,15745001,7,0.0,2,1,0,0
2487,15651140,3,0.0,1,1,0,0
2488,15571148,1,0.0,2,0,0,0
2489,15776824,6,122724.37,1,1,1,0
2490,15633141,4,174902.26,1,1,0,0
2491,15764174,4,0.0,2,1,1,0
2492,15778155,3,108914.17,1,1,1,1
2493,15715920,10,98052.66,1,1,1,0
2494,15671917,5,123873.19,1,1,1,0
2495,15666548,2,111920.13,3,1,0,1
2496,15625623,4,0.0,2,0,1,0
2497,15748123,3,0.0,2,1,1,0
2498,15648735,8,0.0,2,1,1,0
2499,15634974,8,75150.34,4,0,1,1
2500,15713378,10,0.0,2,0,0,0
2501,15753370,5,114753.76,1,1,0,0
2502,15782659,0,0.0,1,1,0,0
2503,15583364,6,111871.93,1,0,0,0
2504,15625942,0,0.0,2,0,0,0
2505,15720284,4,135927.06,1,0,0,0
2506,15679642,8,0.0,2,1,1,0
2507,15628007,1,0.0,2,0,0,0
2508,15661974,2,57037.74,1,1,1,0
2509,15689341,10,0.0,4,1,0,1
2510,15607993,2,79468.96,1,1,1,0
2511,15693267,7,121063.85,1,1,0,0
2512,15769522,1,118537.47,1,1,1,0
2513,15755825,10,0.0,2,1,0,0
2514,15598175,4,105082.07,2,1,0,0
2515,15744327,4,0.0,1,1,0,1
2516,15798666,6,0.0,2,1,1,0
2517,15577064,2,104702.65,2,1,0,0
2518,15759436,2,95813.76,3,1,1,1
2519,15690231,0,167026.61,2,1,1,0
2520,15751561,7,102453.26,1,1,0,1
2521,15739068,4,148045.45,2,1,1,0
2522,15758056,1,0.0,2,0,0,0
2523,15742269,1,0.0,2,1,0,0
2524,15726490,4,0.0,1,1,1,1
2525,15738411,10,104498.79,1,0,1,0
2526,15727919,6,0.0,2,0,0,0
2527,15709396,6,0.0,2,1,1,0
2528,15654106,8,149542.52,2,0,1,0
2529,15621653,10,87946.39,1,1,1,0
2530,15598086,3,68639.57,1,1,0,1
2531,15752300,4,148826.32,1,1,1,0
2532,15658693,2,0.0,2,0,1,0
2533,15631838,5,108166.09,2,0,1,0
2534,15803804,5,103214.71,1,1,0,0
2535,15578809,1,134760.21,2,0,0,1
2536,15752026,3,0.0,1,0,1,1
2537,15723706,0,90124.64,1,1,0,0
2538,15752838,6,0.0,2,1,1,0
2539,15569571,6,87361.02,2,1,0,1
2540,15769703,8,111257.59,1,0,0,1
2541,15679770,3,131583.59,4,0,1,1
2542,15791102,9,95020.8,3,1,1,1
2543,15655192,1,0.0,2,0,1,0
2544,15709487,5,80242.37,2,0,0,0
2545,15687130,0,0.0,1,1,1,0
2546,15755178,1,0.0,3,1,1,1
2547,15634772,0,122661.39,1,0,1,0
2548,15617197,4,0.0,2,1,1,1
2549,15631240,8,0.0,2,1,1,1
2550,15784301,0,0.0,2,1,0,0
2551,15631310,3,0.0,1,1,1,0
2552,15756560,7,81742.84,2,1,0,0
2553,15732270,8,0.0,1,1,1,1
2554,15739357,2,145127.85,1,0,0,0
2555,15771540,9,148912.44,1,1,0,0
2556,15567486,4,0.0,2,1,1,0
2557,15714634,4,89900.24,2,1,0,0
2558,15727021,8,119027.28,2,1,1,0
2559,15650670,2,105222.86,2,1,0,0
2560,15711834,6,0.0,1,0,0,1
2561,15729763,1,116114.93,1,1,1,0
2562,15646566,9,187911.55,1,0,1,0
2563,15645463,5,0.0,2,1,1,0
2564,15672144,6,144432.04,1,1,1,1
2565,15596088,4,77065.9,2,0,1,0
2566,15614878,6,180520.29,1,1,1,0
2567,15635240,1,0.0,2,0,0,0
2568,15775905,6,130024.87,1,1,1,1
2569,15700657,2,110086.69,1,1,0,0
2570,15611905,5,174853.46,1,1,0,0
2571,15652527,7,108724.98,1,0,1,0
2572,15785865,9,91285.13,2,1,1,0
2573,15645942,2,0.0,2,1,1,0
2574,15688691,9,110610.41,2,0,1,1
2575,15592736,5,102994.04,1,1,0,1
2576,15673529,4,59893.85,2,1,0,0
2577,15724145,8,149318.55,1,1,0,0
2578,15704629,1,116409.55,1,0,1,0
2579,15597896,0,127760.07,1,1,0,1
2580,15731790,6,132591.36,1,1,1,1
2581,15634719,0,0.0,2,1,0,0
2582,15703205,5,113402.14,2,1,1,0
2583,15567333,7,0.0,2,1,0,0
2584,15754537,0,0.0,1,0,0,0
2585,15612030,9,0.0,2,1,1,0
2586,15573242,6,136953.47,1,1,1,0
2587,15601892,8,0.0,2,0,1,0
2588,15663885,5,0.0,1,1,1,0
2589,15701096,8,123863.64,1,1,0,0
2590,15710450,7,120811.89,1,1,1,0
2591,15790846,2,148430.55,1,1,1,0
2592,15658956,6,47869.69,2,1,1,0
2593,15755223,7,150926.99,2,0,0,0
2594,15787318,6,103163.35,1,1,0,1
2595,15737310,10,130206.28,1,1,0,0
2596,15763665,4,136674.51,2,0,0,0
2597,15668818,2,200322.45,1,1,1,0
2598,15765812,1,0.0,2,1,1,0
2599,15704844,7,80927.56,1,0,1,0
2600,15744582,10,0.0,3,1,0,1
2601,15616700,9,0.0,2,1,1,0
2602,15683521,0,142574.71,2,1,0,0
2603,15583049,7,160426.07,1,0,1,0
2604,15643752,5,116160.23,1,1,0,0
2605,15620398,5,98683.47,2,1,0,0
2606,15715707,3,118829.03,2,1,1,0
2607,15814209,1,118870.92,1,1,0,0
2608,15733768,1,0.0,1,1,1,0
2609,15755242,2,0.0,1,1,1,0
2610,15729412,4,107192.38,1,1,1,0
2611,15746564,3,108010.78,1,1,1,0
2612,15588446,3,0.0,2,0,0,0
2613,15665221,7,129837.72,2,0,1,0
2614,15640846,3,106458.31,4,1,0,1
2615,15700209,9,97009.15,1,1,1,0
2616,15658360,9,122929.42,2,0,0,0
2617,15602735,6,152296.83,4,0,1,1
2618,15724834,1,0.0,2,0,0,0
2619,15800062,8,0.0,1,0,0,1
2620,15685300,6,128993.76,2,1,0,0
2621,15760102,5,0.0,1,1,0,0
2622,15787026,0,185267.45,2,1,1,0
2623,15653696,9,0.0,2,0,0,0
2624,15788946,3,116805.82,1,0,0,0
2625,15600724,5,129750.68,1,1,0,0
2626,15574324,2,129177.01,2,0,1,0
2627,15707144,6,82506.72,2,1,0,0
2628,15775891,2,107247.69,1,1,1,1
2629,15711789,3,0.0,1,0,0,1
2630,15600879,3,157780.93,2,1,0,0
2631,15681196,1,172170.36,1,1,1,0
2632,15716000,2,0.0,2,1,1,0
2633,15766776,1,0.0,1,1,1,0
2634,15680278,9,75361.44,1,1,0,1
2635,15688637,4,0.0,2,1,1,0
2636,15591179,2,0.0,2,1,1,0
2637,15677435,0,98263.46,2,1,0,0
2638,15698619,9,0.0,2,1,1,0
2639,15581036,3,109308.79,2,1,0,1
2640,15622117,8,0.0,2,1,0,0
2641,15599301,6,164365.44,1,0,1,0
2642,15581548,5,98800.0,1,1,0,0
2643,15586870,4,193125.85,1,1,1,0
2644,15735263,5,51522.75,1,0,1,0
2645,15765322,5,84284.48,2,1,1,0
2646,15582944,5,0.0,2,1,0,0
2647,15687162,9,119889.84,1,0,0,1
2648,15644962,4,137910.45,1,1,1,0
2649,15612615,6,0.0,2,1,0,0
2650,15813439,5,100116.82,1,1,0,0
2651,15604544,4,166082.15,2,0,1,0
2652,15761348,0,0.0,2,1,0,0
2653,15785078,3,0.0,1,1,0,0
2654,15759874,3,148595.55,1,1,0,1
2655,15643658,2,94078.97,2,1,0,0
2656,15713267,5,0.0,2,0,1,0
2657,15737782,9,0.0,1,1,1,0
2658,15815490,2,164948.98,3,0,0,1
2659,15679410,4,140549.4,1,1,0,1
2660,15756241,2,152509.25,1,1,1,0
2661,15688409,2,191864.51,1,1,0,1
2662,15742272,8,96418.09,1,0,0,1
2663,15717898,2,131945.94,1,0,1,0
2664,15769582,3,0.0,2,1,1,0
2665,15635660,9,142910.15,1,1,0,1
2666,15576723,7,0.0,2,1,1,0
2667,15591577,3,146311.58,1,1,1,0
2668,15582325,2,87894.26,1,1,0,1
2669,15693947,5,97445.49,2,1,0,0
2670,15760446,9,0.0,1,0,1,1
2671,15611105,7,0.0,2,0,1,0
2672,15630920,2,154485.74,2,0,0,0
2673,15574910,2,115625.07,1,1,0,0
2674,15756472,7,108396.67,1,1,0,0
2675,15682890,5,65095.41,2,1,1,0
2676,15641994,1,103018.45,1,1,0,1
2677,15733297,10,84764.79,1,1,1,0
2678,15767793,10,0.0,2,1,0,0
2679,15725698,4,115680.81,1,1,1,0
2680,15813532,5,0.0,2,1,0,0
2681,15576760,5,73088.06,2,0,0,0
2682,15732102,3,150905.03,2,1,0,0
2683,15739046,9,143054.85,1,0,1,0
2684,15631927,7,0.0,2,0,0,0
2685,15672115,6,0.0,2,1,1,0
2686,15618765,0,99948.45,1,0,1,0
2687,15679148,3,115451.05,2,0,0,0
2688,15728474,4,108235.91,1,1,1,0
2689,15636999,8,0.0,1,0,1,1
2690,15754261,2,98795.61,2,1,0,0
2691,15629150,1,0.0,2,1,0,0
2692,15736274,8,0.0,2,0,0,0
2693,15627697,2,0.0,2,0,1,0
2694,15721585,3,113146.98,2,0,1,0
2695,15639946,8,162532.14,3,1,0,1
2696,15792176,0,92053.44,1,1,1,0
2697,15699450,7,0.0,2,1,1,0
2698,15729954,5,0.0,3,1,0,1
2699,15600103,8,104944.1,1,1,1,0
2700,15786200,4,0.0,2,1,0,0
2701,15797010,2,0.0,2,1,0,0
2702,15670172,4,107879.04,1,0,1,0
2703,15627352,7,110356.42,1,1,0,1
2704,15622494,2,0.0,2,0,0,0
2705,15585835,4,109783.69,2,1,0,0
2706,15595071,9,149777.0,1,1,1,0
2707,15628203,3,104339.56,1,0,0,0
2708,15667190,1,85818.18,1,1,1,0
